grid_id,category,subtype,count,source
kyiv_grid_06_04,healthcare,sample_collection,3,OpenStreetMap Overpass API
kyiv_grid_06_04,healthcare,yes,2,OpenStreetMap Overpass API
kyiv_grid_06_04,other_public,hospital,6,OpenStreetMap Overpass API
kyiv_grid_06_04,public_service,fire_station,2,OpenStreetMap Overpass API
kyiv_grid_06_04,public_service,government,13,OpenStreetMap Overpass API
kyiv_grid_06_04,public_service,police,5,OpenStreetMap Overpass API
kyiv_grid_06_04,public_service,post_office,17,OpenStreetMap Overpass API
kyiv_grid_06_04,public_service,public,8,OpenStreetMap Overpass API
kyiv_grid_06_04,public_service,townhall,1,OpenStreetMap Overpass API
kyiv_grid_06_05,education,kindergarten,13,OpenStreetMap Overpass API
kyiv_grid_06_05,education,school,18,OpenStreetMap Overpass API
kyiv_grid_06_05,healthcare,clinic,2,OpenStreetMap Overpass API
kyiv_grid_06_05,healthcare,dentist,2,OpenStreetMap Overpass API
kyiv_grid_06_05,healthcare,pharmacy,2,OpenStreetMap Overpass API
kyiv_grid_06_05,public_service,post_office,5,OpenStreetMap Overpass API
kyiv_grid_06_05,public_service,social_facility,1,OpenStreetMap Overpass API
kyiv_grid_06_05,public_service,townhall,2,OpenStreetMap Overpass API
kyiv_grid_06_06,healthcare,clinic,1,OpenStreetMap Overpass API
kyiv_grid_06_06,public_service,post_office,1,OpenStreetMap Overpass API
kyiv_grid_06_07,education,school,2,OpenStreetMap Overpass API
kyiv_grid_06_07,public_service,post_office,1,OpenStreetMap Overpass API
kyiv_grid_07_00,healthcare,hospital,4,OpenStreetMap Overpass API
kyiv_grid_07_01,healthcare,doctor,1,OpenStreetMap Overpass API
kyiv_grid_07_01,healthcare,hospital,2,OpenStreetMap Overpass API
kyiv_grid_07_02,healthcare,clinic,2,OpenStreetMap Overpass API
kyiv_grid_07_02,healthcare,hospital,1,OpenStreetMap Overpass API
kyiv_grid_07_02,healthcare,pharmacy,1,OpenStreetMap Overpass API
kyiv_grid_07_02,other_public,hospital,1,OpenStreetMap Overpass API
kyiv_grid_07_03,education,kindergarten,46,OpenStreetMap Overpass API
kyiv_grid_07_03,education,school,33,OpenStreetMap Overpass API
kyiv_grid_07_03,healthcare,clinic,28,OpenStreetMap Overpass API
kyiv_grid_07_03,healthcare,dentist,22,OpenStreetMap Overpass API
kyiv_grid_07_03,healthcare,doctor,4,OpenStreetMap Overpass API
kyiv_grid_07_03,healthcare,doctors,3,OpenStreetMap Overpass API
kyiv_grid_07_03,healthcare,hospital,1,OpenStreetMap Overpass API
kyiv_grid_07_03,healthcare,laboratory,9,OpenStreetMap Overpass API
kyiv_grid_07_03,healthcare,pharmacy,54,OpenStreetMap Overpass API
kyiv_grid_07_03,healthcare,sample_collection,6,OpenStreetMap Overpass API
kyiv_grid_07_03,other_public,hospital,1,OpenStreetMap Overpass API
kyiv_grid_07_03,public_service,post_office,34,OpenStreetMap Overpass API
kyiv_grid_07_04,education,college,11,OpenStreetMap Overpass API
kyiv_grid_07_04,education,kindergarten,115,OpenStreetMap Overpass API
kyiv_grid_07_04,education,school,99,OpenStreetMap Overpass API
kyiv_grid_07_04,education,university,11,OpenStreetMap Overpass API
kyiv_grid_07_04,healthcare,clinic,45,OpenStreetMap Overpass API
kyiv_grid_07_04,healthcare,dentist,32,OpenStreetMap Overpass API
kyiv_grid_07_04,healthcare,doctor,4,OpenStreetMap Overpass API
kyiv_grid_07_04,healthcare,doctors,3,OpenStreetMap Overpass API
kyiv_grid_07_04,healthcare,hospital,4,OpenStreetMap Overpass API
kyiv_grid_07_04,healthcare,laboratory,13,OpenStreetMap Overpass API
kyiv_grid_07_04,healthcare,optometrist,1,OpenStreetMap Overpass API
kyiv_grid_07_04,healthcare,pharmacy,103,OpenStreetMap Overpass API
kyiv_grid_07_04,healthcare,psychotherapist,1,OpenStreetMap Overpass API
kyiv_grid_07_04,healthcare,sample_collection,7,OpenStreetMap Overpass API
kyiv_grid_07_04,healthcare,yes,1,OpenStreetMap Overpass API
kyiv_grid_07_04,other_public,hospital,9,OpenStreetMap Overpass API
kyiv_grid_07_04,public_service,fire_station,1,OpenStreetMap Overpass API
kyiv_grid_07_04,public_service,government,1,OpenStreetMap Overpass API
kyiv_grid_07_04,public_service,police,10,OpenStreetMap Overpass API
kyiv_grid_07_04,public_service,post_office,51,OpenStreetMap Overpass API
kyiv_grid_07_04,public_service,public,2,OpenStreetMap Overpass API
kyiv_grid_07_04,public_service,social_facility,4,OpenStreetMap Overpass API
kyiv_grid_07_05,education,college,4,OpenStreetMap Overpass API
kyiv_grid_07_05,education,kindergarten,114,OpenStreetMap Overpass API
kyiv_grid_07_05,education,school,106,OpenStreetMap Overpass API
kyiv_grid_07_05,education,university,13,OpenStreetMap Overpass API
kyiv_grid_07_05,healthcare,blood_donation,1,OpenStreetMap Overpass API
kyiv_grid_07_05,healthcare,clinic,22,OpenStreetMap Overpass API
kyiv_grid_07_05,healthcare,dentist,12,OpenStreetMap Overpass API
kyiv_grid_07_05,healthcare,doctor,1,OpenStreetMap Overpass API
kyiv_grid_07_05,healthcare,doctors,2,OpenStreetMap Overpass API
kyiv_grid_07_05,healthcare,hospital,12,OpenStreetMap Overpass API
kyiv_grid_07_05,healthcare,laboratory,6,OpenStreetMap Overpass API
kyiv_grid_07_05,healthcare,pharmacy,49,OpenStreetMap Overpass API
kyiv_grid_07_05,healthcare,sample_collection,2,OpenStreetMap Overpass API
kyiv_grid_07_05,other_public,hospital,9,OpenStreetMap Overpass API
kyiv_grid_07_05,public_service,fire_station,3,OpenStreetMap Overpass API
kyiv_grid_07_05,public_service,government,1,OpenStreetMap Overpass API
kyiv_grid_07_05,public_service,police,6,OpenStreetMap Overpass API
kyiv_grid_07_05,public_service,post_office,31,OpenStreetMap Overpass API
kyiv_grid_07_05,public_service,public,1,OpenStreetMap Overpass API
kyiv_grid_07_05,public_service,social_facility,1,OpenStreetMap Overpass API
kyiv_grid_07_05,public_service,townhall,4,OpenStreetMap Overpass API
kyiv_grid_07_06,education,college,3,OpenStreetMap Overpass API
kyiv_grid_07_06,education,kindergarten,55,OpenStreetMap Overpass API
kyiv_grid_07_06,education,school,43,OpenStreetMap Overpass API
kyiv_grid_07_06,healthcare,clinic,4,OpenStreetMap Overpass API
kyiv_grid_07_06,healthcare,dentist,6,OpenStreetMap Overpass API
kyiv_grid_07_06,healthcare,hospital,1,OpenStreetMap Overpass API
kyiv_grid_07_06,healthcare,laboratory,2,OpenStreetMap Overpass API
kyiv_grid_07_06,healthcare,pharmacy,22,OpenStreetMap Overpass API
kyiv_grid_07_06,healthcare,podiatrist,1,OpenStreetMap Overpass API
kyiv_grid_07_06,healthcare,sample_collection,5,OpenStreetMap Overpass API
kyiv_grid_07_06,other_public,hospital,4,OpenStreetMap Overpass API
kyiv_grid_07_06,public_service,government,1,OpenStreetMap Overpass API
kyiv_grid_07_06,public_service,post_office,21,OpenStreetMap Overpass API
kyiv_grid_07_06,public_service,public,1,OpenStreetMap Overpass API
kyiv_grid_08_00,education,kindergarten,2,OpenStreetMap Overpass API
kyiv_grid_08_00,education,school,5,OpenStreetMap Overpass API
kyiv_grid_08_00,healthcare,hospital,1,OpenStreetMap Overpass API
kyiv_grid_08_00,healthcare,pharmacy,1,OpenStreetMap Overpass API
kyiv_grid_08_00,other_public,hospital,1,OpenStreetMap Overpass API
kyiv_grid_08_00,public_service,post_office,2,OpenStreetMap Overpass API
kyiv_grid_08_00,public_service,townhall,1,OpenStreetMap Overpass API
kyiv_grid_08_02,education,school,1,OpenStreetMap Overpass API
kyiv_grid_08_03,education,college,6,OpenStreetMap Overpass API
kyiv_grid_08_03,education,kindergarten,41,OpenStreetMap Overpass API
kyiv_grid_08_03,education,school,31,OpenStreetMap Overpass API
kyiv_grid_08_03,healthcare,clinic,13,OpenStreetMap Overpass API
kyiv_grid_08_03,healthcare,dentist,8,OpenStreetMap Overpass API
kyiv_grid_08_03,healthcare,doctor,1,OpenStreetMap Overpass API
kyiv_grid_08_03,healthcare,doctors,2,OpenStreetMap Overpass API
kyiv_grid_08_03,healthcare,laboratory,1,OpenStreetMap Overpass API
kyiv_grid_08_03,healthcare,pharmacy,27,OpenStreetMap Overpass API
kyiv_grid_08_03,healthcare,sample_collection,2,OpenStreetMap Overpass API
kyiv_grid_08_03,healthcare,yes,1,OpenStreetMap Overpass API
kyiv_grid_08_03,other_public,veterinary,1,OpenStreetMap Overpass API
kyiv_grid_08_03,public_service,fire_station,2,OpenStreetMap Overpass API
kyiv_grid_08_03,public_service,government,3,OpenStreetMap Overpass API
kyiv_grid_08_03,public_service,police,4,OpenStreetMap Overpass API
kyiv_grid_08_03,public_service,post_office,14,OpenStreetMap Overpass API
kyiv_grid_08_03,public_service,public,1,OpenStreetMap Overpass API
kyiv_grid_08_03,public_service,social_facility,1,OpenStreetMap Overpass API
kyiv_grid_08_03,public_service,townhall,2,OpenStreetMap Overpass API
kyiv_grid_08_04,education,college,9,OpenStreetMap Overpass API
kyiv_grid_08_04,education,kindergarten,58,OpenStreetMap Overpass API
kyiv_grid_08_04,education,school,34,OpenStreetMap Overpass API
kyiv_grid_08_04,education,university,3,OpenStreetMap Overpass API
kyiv_grid_08_04,healthcare,clinic,13,OpenStreetMap Overpass API
kyiv_grid_08_04,healthcare,dentist,5,OpenStreetMap Overpass API
kyiv_grid_08_04,healthcare,doctor,1,OpenStreetMap Overpass API
kyiv_grid_08_04,healthcare,hospital,5,OpenStreetMap Overpass API
kyiv_grid_08_04,healthcare,laboratory,3,OpenStreetMap Overpass API
kyiv_grid_08_04,healthcare,pharmacy,50,OpenStreetMap Overpass API
kyiv_grid_08_04,healthcare,sample_collection,1,OpenStreetMap Overpass API
kyiv_grid_08_04,healthcare,yes,1,OpenStreetMap Overpass API
kyiv_grid_08_04,other_public,hospital,7,OpenStreetMap Overpass API
kyiv_grid_08_04,public_service,fire_station,2,OpenStreetMap Overpass API
kyiv_grid_08_04,public_service,government,2,OpenStreetMap Overpass API
kyiv_grid_08_04,public_service,police,4,OpenStreetMap Overpass API
kyiv_grid_08_04,public_service,post_office,28,OpenStreetMap Overpass API
kyiv_grid_08_04,public_service,public,1,OpenStreetMap Overpass API
kyiv_grid_08_04,public_service,social_facility,2,OpenStreetMap Overpass API
kyiv_grid_08_05,education,college,2,OpenStreetMap Overpass API
kyiv_grid_08_05,education,kindergarten,6,OpenStreetMap Overpass API
kyiv_grid_08_05,education,school,2,OpenStreetMap Overpass API
kyiv_grid_08_05,education,university,2,OpenStreetMap Overpass API
kyiv_grid_08_05,healthcare,clinic,1,OpenStreetMap Overpass API
kyiv_grid_08_05,healthcare,pharmacy,5,OpenStreetMap Overpass API
kyiv_grid_08_05,public_service,fire_station,1,OpenStreetMap Overpass API
kyiv_grid_08_05,public_service,police,1,OpenStreetMap Overpass API
kyiv_grid_08_05,public_service,post_office,4,OpenStreetMap Overpass API
kyiv_grid_08_05,public_service,social_facility,3,OpenStreetMap Overpass API
kyiv_grid_08_05,public_service,townhall,1,OpenStreetMap Overpass API
kyiv_grid_08_06,education,kindergarten,2,OpenStreetMap Overpass API
kyiv_grid_08_06,education,school,4,OpenStreetMap Overpass API
kyiv_grid_08_06,healthcare,pharmacy,1,OpenStreetMap Overpass API
kyiv_grid_08_06,public_service,fire_station,1,OpenStreetMap Overpass API
kyiv_grid_08_06,public_service,post_office,2,OpenStreetMap Overpass API
kyiv_grid_08_06,public_service,townhall,1,OpenStreetMap Overpass API
kyiv_grid_08_07,education,kindergarten,1,OpenStreetMap Overpass API
kyiv_grid_08_07,healthcare,hospital,1,OpenStreetMap Overpass API
kyiv_grid_08_07,healthcare,pharmacy,1,OpenStreetMap Overpass API
kyiv_grid_08_07,public_service,fire_station,1,OpenStreetMap Overpass API
kyiv_grid_08_07,public_service,post_office,2,OpenStreetMap Overpass API
kyiv_grid_08_07,public_service,townhall,1,OpenStreetMap Overpass API
kyiv_grid_09_01,education,school,4,OpenStreetMap Overpass API
kyiv_grid_09_01,healthcare,clinic,1,OpenStreetMap Overpass API
kyiv_grid_09_01,healthcare,pharmacy,1,OpenStreetMap Overpass API
kyiv_grid_09_01,public_service,fire_station,1,OpenStreetMap Overpass API
kyiv_grid_09_01,public_service,post_office,2,OpenStreetMap Overpass API
kyiv_grid_09_01,public_service,townhall,2,OpenStreetMap Overpass API
kyiv_grid_09_02,education,kindergarten,2,OpenStreetMap Overpass API
kyiv_grid_09_02,education,school,2,OpenStreetMap Overpass API
kyiv_grid_09_02,healthcare,clinic,1,OpenStreetMap Overpass API
kyiv_grid_09_02,healthcare,dentist,2,OpenStreetMap Overpass API
kyiv_grid_09_02,healthcare,pharmacy,1,OpenStreetMap Overpass API
kyiv_grid_09_02,other_public,hospital,1,OpenStreetMap Overpass API
kyiv_grid_09_02,public_service,fire_station,1,OpenStreetMap Overpass API
kyiv_grid_09_02,public_service,post_office,2,OpenStreetMap Overpass API
kyiv_grid_09_02,public_service,townhall,1,OpenStreetMap Overpass API
kyiv_grid_09_03,education,kindergarten,4,OpenStreetMap Overpass API
kyiv_grid_09_03,education,school,5,OpenStreetMap Overpass API
kyiv_grid_09_03,healthcare,pharmacy,4,OpenStreetMap Overpass API
kyiv_grid_09_03,public_service,post_office,3,OpenStreetMap Overpass API
kyiv_grid_09_04,education,kindergarten,1,OpenStreetMap Overpass API
kyiv_grid_09_04,healthcare,clinic,2,OpenStreetMap Overpass API
kyiv_grid_09_05,public_service,public,2,OpenStreetMap Overpass API
kyiv_grid_10_03,education,kindergarten,2,OpenStreetMap Overpass API
kyiv_grid_10_03,public_service,post_office,1,OpenStreetMap Overpass API
kyiv_grid_10_04,public_service,post_office,1,OpenStreetMap Overpass API
kyiv_grid_10_04,public_service,public,1,OpenStreetMap Overpass API
kyiv_grid_10_05,education,kindergarten,20,OpenStreetMap Overpass API
kyiv_grid_10_05,education,school,11,OpenStreetMap Overpass API
kyiv_grid_10_05,healthcare,clinic,8,OpenStreetMap Overpass API
kyiv_grid_10_05,healthcare,dentist,4,OpenStreetMap Overpass API
kyiv_grid_10_05,healthcare,doctor,4,OpenStreetMap Overpass API
kyiv_grid_10_05,healthcare,hospital,3,OpenStreetMap Overpass API
kyiv_grid_10_05,healthcare,laboratory,1,OpenStreetMap Overpass API
kyiv_grid_10_05,healthcare,pharmacy,16,OpenStreetMap Overpass API
kyiv_grid_10_05,healthcare,rehabilitation,2,OpenStreetMap Overpass API
kyiv_grid_10_05,other_public,hospital,8,OpenStreetMap Overpass API
kyiv_grid_10_05,public_service,government,1,OpenStreetMap Overpass API
kyiv_grid_10_05,public_service,police,3,OpenStreetMap Overpass API
kyiv_grid_10_05,public_service,post_office,6,OpenStreetMap Overpass API
kyiv_grid_10_05,public_service,social_facility,1,OpenStreetMap Overpass API
kyiv_grid_10_06,education,kindergarten,10,OpenStreetMap Overpass API
kyiv_grid_10_06,education,school,9,OpenStreetMap Overpass API
kyiv_grid_10_06,healthcare,clinic,2,OpenStreetMap Overpass API
kyiv_grid_10_06,healthcare,dentist,2,OpenStreetMap Overpass API
kyiv_grid_10_06,healthcare,doctors,1,OpenStreetMap Overpass API
kyiv_grid_10_06,healthcare,pharmacy,5,OpenStreetMap Overpass API
kyiv_grid_10_06,healthcare,rehabilitation,1,OpenStreetMap Overpass API
kyiv_grid_10_06,public_service,post_office,5,OpenStreetMap Overpass API
kyiv_grid_10_06,public_service,social_facility,1,OpenStreetMap Overpass API
kyiv_grid_11_00,education,kindergarten,1,OpenStreetMap Overpass API
kyiv_grid_11_00,education,school,2,OpenStreetMap Overpass API
kyiv_grid_11_00,public_service,police,1,OpenStreetMap Overpass API
kyiv_grid_11_00,public_service,post_office,1,OpenStreetMap Overpass API
kyiv_grid_11_00,public_service,public,1,OpenStreetMap Overpass API
kyiv_grid_11_00,public_service,townhall,1,OpenStreetMap Overpass API
kyiv_grid_11_02,education,kindergarten,1,OpenStreetMap Overpass API
kyiv_grid_11_02,public_service,post_office,1,OpenStreetMap Overpass API
kyiv_grid_11_03,education,school,1,OpenStreetMap Overpass API
kyiv_grid_11_03,healthcare,doctor,3,OpenStreetMap Overpass API
kyiv_grid_11_03,public_service,fire_station,1,OpenStreetMap Overpass API
kyiv_grid_11_03,public_service,post_office,3,OpenStreetMap Overpass API
kyiv_grid_11_03,public_service,townhall,1,OpenStreetMap Overpass API
kyiv_grid_11_04,education,kindergarten,1,OpenStreetMap Overpass API
kyiv_grid_11_04,education,school,1,OpenStreetMap Overpass API
kyiv_grid_11_04,healthcare,clinic,1,OpenStreetMap Overpass API
kyiv_grid_11_04,healthcare,pharmacy,1,OpenStreetMap Overpass API
kyiv_grid_11_04,public_service,fire_station,1,OpenStreetMap Overpass API
kyiv_grid_11_04,public_service,post_office,2,OpenStreetMap Overpass API
kyiv_grid_11_04,public_service,townhall,1,OpenStreetMap Overpass API
kyiv_grid_11_05,education,college,2,OpenStreetMap Overpass API
kyiv_grid_11_05,education,kindergarten,5,OpenStreetMap Overpass API
kyiv_grid_11_05,education,school,4,OpenStreetMap Overpass API
kyiv_grid_11_05,healthcare,clinic,1,OpenStreetMap Overpass API
kyiv_grid_11_05,healthcare,dentist,4,OpenStreetMap Overpass API
kyiv_grid_11_05,healthcare,laboratory,1,OpenStreetMap Overpass API
kyiv_grid_11_05,healthcare,pharmacy,2,OpenStreetMap Overpass API
kyiv_grid_11_05,healthcare,rehabilitation,1,OpenStreetMap Overpass API
kyiv_grid_11_05,healthcare,sample_collection,2,OpenStreetMap Overpass API
kyiv_grid_11_05,public_service,fire_station,1,OpenStreetMap Overpass API
kyiv_grid_11_05,public_service,post_office,6,OpenStreetMap Overpass API
kyiv_grid_11_05,public_service,social_facility,1,OpenStreetMap Overpass API
kyiv_grid_11_05,public_service,townhall,2,OpenStreetMap Overpass API
kyiv_grid_11_06,education,college,2,OpenStreetMap Overpass API
kyiv_grid_11_06,education,kindergarten,20,OpenStreetMap Overpass API
kyiv_grid_11_06,education,school,14,OpenStreetMap Overpass API
kyiv_grid_11_06,education,university,1,OpenStreetMap Overpass API
kyiv_grid_11_06,healthcare,clinic,9,OpenStreetMap Overpass API
kyiv_grid_11_06,healthcare,dentist,10,OpenStreetMap Overpass API
kyiv_grid_11_06,healthcare,hospital,1,OpenStreetMap Overpass API
kyiv_grid_11_06,healthcare,laboratory,1,OpenStreetMap Overpass API
kyiv_grid_11_06,healthcare,pharmacy,22,OpenStreetMap Overpass API
kyiv_grid_11_06,public_service,fire_station,1,OpenStreetMap Overpass API
kyiv_grid_11_06,public_service,police,1,OpenStreetMap Overpass API
kyiv_grid_11_06,public_service,post_office,5,OpenStreetMap Overpass API
kyiv_grid_11_07,public_service,townhall,1,OpenStreetMap Overpass API
